Id,en,es,fr,de,pt,it,nl,ru,ja,ko,zh,zh_TW,ar,hi,tr,pl,th,id
email_notifications,Email Notifications,Notificaciones por correo,Notifications par e-mail,E-Mail-Benachrichtigungen,Notificações por e-mail,Notifiche e-mail,E-mailmeldingen,Уведомления по email,メール通知,이메일 알림,电子邮件通知,電子郵件通知,إشعارات البريد الإلكتروني,ईमेल सूचनाएं,E-posta Bildirimleri,Powiadomienia e-mail,การแจ้งเตือนทางอีเมล,Notifikasi Email
email_required_for_delivery,Email required for ticket delivery,,,,,,,,,,,,,,,,,
embed_code,Embed Code,Código de inserción,Code d'intégration,Einbettungscode,Código de incorporação,Codice di incorporamento,Insluitcode,Код встраивания,埋め込みコード,임베드 코드,嵌入代码,嵌入代碼,كود التضمين,एम्बेड कोड,Gömme Kodu,Kod do osadzenia,โค้ดฝัง,Kode Sematkan
embed_code_copied,Embed code copied!,,,,,,,,,,,,,,,,,
embed_widget,Embed Widget,Widget integrado,Widget intégré,Widget einbetten,Widget incorporado,Widget incorporato,Widget insluiten,Встроенный виджет,埋め込みウィジェット,임베드 위젯,嵌入小部件,嵌入小工具,عنصر مضمن,एम्बेड विजेट,Gömülü Widget,Widget do osadzenia,วิดเจ็ตฝัง,Widget Sematkan
enable_nfc_for_checkin,Enable NFC for check-in,,,,,,,,,,,,,,,,,
engagement,engagement,,,,,,,,,,,,,,,,,
enter_ticket_manually,Enter ticket manually,,,,,,,,,,,,,,,,,
enter_ticket_number,Enter Ticket Number,,,,,,,,,,,,,,,,,
enter_ticket_number_title,Enter Ticket Number,,,,,,,,,,,,,,,,,
enterprise_feature,Enterprise Feature,Función Enterprise,Fonctionnalité Enterprise,Enterprise-Funktion,Recurso Enterprise,Funzione Enterprise,Enterprise Functie,Функция Enterprise,Enterprise機能,Enterprise 기능,Enterprise功能,Enterprise功能,ميزة Enterprise,Enterprise सुविधा,Enterprise Özelliği,Funkcja Enterprise,ฟีเจอร์ Enterprise,Fitur Enterprise
enterprise_staff_dashboard_message,Staff dashboard is available on Enterprise plan.,,,,,,,,,,,,,,,,,
error,error,,,,,,,,,,,,,,,,,
error_generic_message,Something went wrong. Please try again.,"Algo salió mal. Por favor, inténtalo de nuevo.",Une erreur est survenue. Veuillez réessayer.,Etwas ist schiefgelaufen. Bitte versuchen Sie es erneut.,"Algo deu errado. Por favor, tente novamente.",Qualcosa è andato storto. Riprova.,Er is iets misgegaan. Probeer het opnieuw.,Что-то пошло не так. Попробуйте ещё раз.,問題が発生しました。もう一度お試しください。,문제가 발생했습니다. 다시 시도해 주세요.,出错了，请重试。,出錯了，請重試。,حدث خطأ ما. يرجى المحاولة مرة أخرى.,कुछ गलत हो गया। कृपया पुनः प्रयास करें।,Bir şeyler ters gitti. Lütfen tekrar deneyin.,Coś poszło nie tak. Spróbuj ponownie.,เกิดข้อผิดพลาด กรุณาลองอีกครั้ง,Terjadi kesalahan. Silakan coba lagi.
error_network_message,No internet connection. Please check your network.,Sin conexión a internet. Verifica tu red.,Pas de connexion internet. Vérifiez votre réseau.,Keine Internetverbindung. Überprüfen Sie Ihr Netzwerk.,Sem conexão com a internet. Verifique sua rede.,Nessuna connessione internet. Controlla la tua rete.,Geen internetverbinding. Controleer uw netwerk.,Нет подключения к интернету. Проверьте сеть.,インターネット接続がありません。ネットワークを確認してください。,인터넷 연결이 없습니다. 네트워크를 확인하세요.,无网络连接，请检查您的网络。,無網路連線，請檢查您的網路。,لا يوجد اتصال بالإنترنت. يرجى التحقق من الشبكة.,इंटरनेट कनेक्शन नहीं है। कृपया अपना नेटवर्क जांचें।,İnternet bağlantısı yok. Ağınızı kontrol edin.,Brak połączenia z internetem. Sprawdź swoją sieć.,ไม่มีการเชื่อมต่ออินเทอร์เน็ต กรุณาตรวจสอบเครือข่ายของคุณ,Tidak ada koneksi internet. Periksa jaringan Anda.
error_permission_message,You do not have permission to perform this action.,No tienes permiso para realizar esta acción.,Vous n'avez pas la permission d'effectuer cette action.,"Sie haben keine Berechtigung, diese Aktion auszuführen.",Você não tem permissão para realizar esta ação.,Non hai il permesso di eseguire questa azione.,U heeft geen toestemming om deze actie uit te voeren.,У вас нет разрешения на выполнение этого действия.,この操作を実行する権限がありません。,이 작업을 수행할 권한이 없습니다.,您没有执行此操作的权限。,您沒有執行此操作的權限。,ليس لديك إذن لتنفيذ هذا الإجراء.,आपको यह कार्य करने की अनुमति नहीं है।,Bu işlemi gerçekleştirme izniniz yok.,Nie masz uprawnień do wykonania tej czynności.,คุณไม่มีสิทธิ์ดำเนินการนี้,Anda tidak memiliki izin untuk melakukan tindakan ini.
event_branding,Event Branding,Marca del evento,Marque de l'événement,Event-Branding,Marca do evento,Branding evento,Evenement branding,Брендинг мероприятия,イベントブランディング,이벤트 브랜딩,活动品牌,活動品牌,العلامة التجارية للحدث,इवेंट ब्रांडिंग,Etkinlik Markası,Branding wydarzenia,แบรนด์กิจกรรม,Branding Acara
event_data,Event Data,,,,,,,,,,,,,,,,,
event_details_not_available,Event details not available,,,,,,,,,,,,,,,,,
event_reminders,Event Reminders,Recordatorios de eventos,Rappels d'événements,Event-Erinnerungen,Lembretes de evento,Promemoria eventi,Evenementherinneringen,Напоминания о мероприятиях,イベントリマインダー,이벤트 리마인더,活动提醒,活動提醒,تذكيرات الأحداث,इवेंट रिमाइंडर,Etkinlik Hatırlatıcıları,Przypomnienia o wydarzeniach,การแจ้งเตือนกิจกรรม,Pengingat Acara
event_reminders_subtitle,Get reminded before events you are attending,,,,,,,,,,,,,,,,,
event_scoring_weights,Event Scoring Weights,Pesos de puntuación,Pondérations de notation,Event-Bewertungsgewichte,Pesos de pontuação,Pesi di punteggio,Scoringsgewichten,Веса оценки,イベントスコアリング,이벤트 점수 가중치,活动评分权重,活動評分權重,أوزان تسجيل الأحداث,इवेंट स्कोरिंग वेट,Etkinlik Puanlama Ağırlıkları,Wagi punktacji,น้ำหนักการให้คะแนน,Bobot Penilaian Acara
event_tickets_remaining,{0} tickets remaining,,,,,,,,,,,,,,,,,
event_updates,Event Updates,Actualizaciones de eventos,Mises à jour d'événements,Event-Updates,Atualizações de evento,Aggiornamenti eventi,Evenementupdates,Обновления мероприятий,イベント更新,이벤트 업데이트,活动更新,活動更新,تحديثات الأحداث,इवेंट अपडेट,Etkinlik Güncellemeleri,Aktualizacje wydarzeń,อัปเดตกิจกรรม,Pembaruan Acara
event_updates_subtitle,Get notified about changes to events you follow,,,,,,,,,,,,,,,,,
events,events,,,,,,,,,,,,,,,,,
events_home_clear_filters,Clear Filters,Limpiar Filtros,Effacer les Filtres,Filter Löschen,Limpar Filtros,Cancella Filtri,Filters Wissen,Сбросить фильтры,フィルターをクリア,필터 지우기,清除筛选,清除篩選,مسح المرشحات,फ़िल्टर साफ़ करें,Filtreleri Temizle,Wyczyść Filtry,ล้างตัวกรอง,Hapus Filter
events_home_featured,Featured,Destacados,En Vedette,Empfohlen,Destaque,In Evidenza,Uitgelicht,Избранное,注目,추천,精选,精選,مميز,फ़ीचर्ड,Öne Çıkan,Wyróżnione,แนะนำ,Unggulan
events_home_no_events,No events found,No se encontraron eventos,Aucun événement trouvé,Keine Events gefunden,Nenhum evento encontrado,Nessun evento trovato,Geen evenementen gevonden,Мероприятия не найдены,イベントが見つかりません,이벤트를 찾을 수 없습니다,未找到活动,未找到活動,لم يتم العثور على أحداث,कोई इवेंट नहीं मिला,Etkinlik bulunamadı,Nie znaleziono wydarzeń,ไม่พบกิจกรรม,Tidak ada acara ditemukan
events_home_upcoming,Upcoming Events,Próximos Eventos,Événements à Venir,Kommende Events,Próximos Eventos,Prossimi Eventi,Aankomende Evenementen,Предстоящие мероприятия,今後のイベント,다가오는 이벤트,即将到来的活动,即將到來的活動,الأحداث القادمة,आगामी इवेंट,Yaklaşan Etkinlikler,Nadchodzące Wydarzenia,กิจกรรมที่กำลังจะมาถึง,Acara Mendatang
expired,Expired,Expirado,Expiré,Abgelaufen,Expirado,Scaduto,Verlopen,Истёк,期限切れ,만료됨,已过期,已過期,منتهي الصلاحية,समाप्त,Süresi doldu,Wygasło,หมดอายุ,Kedaluwarsa
failed_to_check_in,Failed to check in,,,,,,,,,,,,,,,,,
failed_to_create_key,Failed to create key,,,,,,,,,,,,,,,,,
failed_to_initialize_payment,Failed to initialize payment,,,,,,,,,,,,,,,,,
failed_to_load_staff,Failed to load staff,,,,,,,,,,,,,,,,,
failed_to_load_tickets,Failed to load tickets,,,,,,,,,,,,,,,,,
failed_to_process_cash_sale,Failed to process cash sale,,,,,,,,,,,,,,,,,
failed_to_start_nfc,Failed to start NFC,,,,,,,,,,,,,,,,,
failed_to_submit_report,Failed to submit report,,,,,,,,,,,,,,,,,
favor_ticket,Favor Ticket,Boleto de cortesía,Billet de faveur,Gefälligkeitsticket,Ingresso de cortesia,Biglietto omaggio,Gunstkaartje,Бесплатный билет,ファボーチケット,호의 티켓,赠票,贈票,تذكرة مجاملة,कृपा टिकट,İyilik Bileti,Bilet grzecznościowy,ตั๋วเชิญ,Tiket Gratis
favor_ticket_accept_without_fee,Accept without fee,,,,,,,,,,,,,,,,,
favor_ticket_cancelled_by_organizer,Cancelled by organizer,,,,,,,,,,,,,,,,,
favor_ticket_claimed,Ticket claimed!,,,,,,,,,,,,,,,,,
favor_ticket_could_not_load_event,Could not load event details,,,,,,,,,,,,,,,,,
favor_ticket_decline,Decline,Rechazar,Refuser,Ablehnen,Recusar,Rifiuta,Weigeren,Отклонить,辞退する,거절,拒绝,拒絕,رفض,अस्वीकार,Reddet,Odrzuć,ปฏิเสธ,Tolak
favor_ticket_decline_confirm,Are you sure you want to decline this ticket offer?,,,,,,,,,,,,,,,,,
favor_ticket_decline_title,Decline Offer?,,,,,,,,,,,,,,,,,
favor_ticket_enter_email,Enter recipient email,,,,,,,,,,,,,,,,,
favor_ticket_label,Favor Ticket,Boleto de cortesía,Billet de faveur,Gefälligkeitsticket,Ingresso de cortesia,Biglietto omaggio,Gunstkaartje,Бесплатный билет,ファボーチケット,호의 티켓,赠票,贈票,تذكرة مجاملة,कृपा टिकट,İyilik Bileti,Bilet grzecznościowy,ตั๋วเชิญ,Tiket Gratis
favor_ticket_load_failed,Failed to load ticket offer,,,,,,,,,,,,,,,,,
favor_ticket_max_price,Max Price,Precio Máximo,Prix Maximum,Höchstpreis,Preço Máximo,Prezzo Massimo,Maximumprijs,Макс. цена,最大価格,최대 가격,最高价格,最高價格,السعر الأقصى,अधिकतम कीमत,Maks. Fiyat,Cena Maks.,ราคาสูงสุด,Harga Maks
favor_ticket_message_hint,Add a personal message...,,,,,,,,,,,,,,,,,
favor_ticket_minting_fee_info,A minting fee applies for on-chain NFT tickets.,,,,,,,,,,,,,,,,,
favor_ticket_mode,Ticket Mode,Modo de boleto,Mode du billet,Ticketmodus,Modo do ingresso,Modalità biglietto,Kaartmodus,Режим билета,チケットモード,티켓 모드,票券模式,票券模式,وضع التذكرة,टिकट मोड,Bilet Modu,Tryb biletu,โหมดตั๋ว,Mode Tiket
favor_ticket_offer_declined,Offer declined,Oferta rechazada,Offre refusée,Angebot abgelehnt,Oferta recusada,Offerta rifiutata,Aanbod geweigerd,Предложение отклонено,オファーが辞退されました,제안이 거절되었습니다,优惠已拒绝,優惠已拒絕,تم رفض العرض,ऑफर अस्वीकृत,Teklif reddedildi,Oferta odrzucona,ข้อเสนอถูกปฏิเสธ,Tawaran ditolak
favor_ticket_offer_not_found,Ticket offer not found,,,,,,,,,,,,,,,,,
favor_ticket_offer_sent,Ticket offer sent!,,,,,,,,,,,,,,,,,
favor_ticket_offer_title,Ticket Offer,Oferta de boleto,Offre de billet,Ticketangebot,Oferta de ingresso,Offerta biglietto,Kaartaanbod,Предложение билета,チケットオファー,티켓 제안,票券优惠,票券優惠,عرض تذكرة,टिकट ऑफर,Bilet Teklifi,Oferta biletu,ข้อเสนอตั๋ว,Tawaran Tiket
favor_ticket_pay_accept_tradeable,Pay to accept (tradeable),,,,,,,,,,,,,,,,,
favor_ticket_personal_message,Personal Message,Mensaje personal,Message personnel,Persönliche Nachricht,Mensagem pessoal,Messaggio personale,Persoonlijk bericht,Личное сообщение,パーソナルメッセージ,개인 메시지,个人消息,個人訊息,رسالة شخصية,व्यक्तिगत संदेश,Kişisel Mesaj,Wiadomość osobista,ข้อความส่วนตัว,Pesan Pribadi
favor_ticket_private,Private,Privado,Privé,Privat,Privado,Privato,Privé,Приватный,プライベート,비공개,私密,私密,خاص,निजी,Özel,Prywatny,ส่วนตัว,Pribadi
favor_ticket_private_description,Off-chain ticket. Cannot be resold.,,,,,,,,,,,,,,,,,
favor_ticket_private_title,Private Ticket,,,,,,,,,,,,,,,,,
favor_ticket_public,Public,Público,Public,Öffentlich,Público,Pubblico,Openbaar,Публичный,パブリック,공개,公开,公開,عام,सार्वजनिक,Herkese açık,Publiczny,สาธารณะ,Publik
favor_ticket_public_description,On-chain NFT ticket. Can be resold.,,,,,,,,,,,,,,,,,
favor_ticket_public_title,Public Ticket,,,,,,,,,,,,,,,,,
favor_ticket_recipient_email,Recipient Email,,,,,,,,,,,,,,,,,
favor_ticket_recipient_note,The recipient will receive a notification.,,,,,,,,,,,,,,,,,
favor_ticket_send_offer,Send Offer,Enviar oferta,Envoyer l'offre,Angebot senden,Enviar oferta,Invia offerta,Aanbod verzenden,Отправить предложение,オファーを送信,제안 보내기,发送优惠,發送優惠,إرسال العرض,ऑफर भेजें,Teklif Gönder,Wyślij ofertę,ส่งข้อเสนอ,Kirim Tawaran
